month,region,????,?????,????,???????,????,?????,????,???????,????
2010?11?,??,"9,432,811",76.7,"3,007,989,714",66.1,"3,715,654",30.5,"5,140,346,490",1.0,"5,717,157"
2010?12?,??,"10,504,847",74.1,"3,247,217,175",62.4,"4,133,681",29.4,"5,721,098,602",1.2,"6,371,166"
2009?,??,"6,032,293",-11.8,"1,999,036,835",-10.3,"3,193,849",-22.2,"5,653,979,943",-17.6,"2,838,444"
2009?1?,??,"286,091",-52.5,"123,490,231",-35.7,"255,033",-13.5,"344,154,709",-32.1,"31,058"
2009?2?,??,"631,028",-43.9,"267,595,884",-26.7,"443,823",-25.7,"657,625,465",-38.1,"187,205"
2009?3?,??,"1,027,758",-42.2,"421,560,777",-25.7,"661,845",-29.8,"1,004,201,798",-36.6,"365,913"
2009?4?,??,"1,498,921",-37.0,"594,621,559",-22.3,"940,479",-28.5,"1,521,166,265",-32.2,"558,442"
2009?5?,??,"1,934,676",-36.4,"755,258,378",-23.1,"1,203,532",-28.7,"2,099,506,082",-27.0,"731,144"
2009?6?,??,"2,349,062",-35.3,"919,622,516",-20.9,"1,494,043",-26.7,"2,666,170,759",-24.3,"855,019"
2009?7?,??,"2,904,949",-32.6,"1,103,321,489",-19.8,"1,731,342",-28.3,"3,123,644,968",-24.3,"1,173,607"
2009?8?,??,"3,437,856",-29.1,"1,265,937,042",-18.9,"1,974,720",-28.7,"3,558,105,261",-24.0,"1,463,136"
2009?9?,??,"4,084,195",-24.9,"1,460,615,987",-16.9,"2,275,256",-27.7,"4,071,848,239",-23.1,"1,808,939"
2009?10?,??,"4,721,059",-22.0,"1,642,059,195",-15.4,"2,562,966",-27.3,"4,622,013,241",-22.6,"2,158,093"
2009?11?,??,"5,338,530",-17.4,"1,810,818,185",-13.0,"2,847,724",-25.2,"5,090,506,669",-20.0,"2,490,806"
2009?12?,??,"6,032,293",-11.8,"1,999,036,835",-10.3,"3,193,849",-22.2,"5,653,979,943",-17.6,"2,838,444"
2008?,??,"6,842,081",7.7,"2,228,952,396",0.7,"4,103,871",34.0,"6,863,891,782",0.8,"2,738,210"
2008?1?,??,"601,842",32.9,"192,135,528",12.0,"294,859",19.2,"506,693,512",-17.3,"306,983"
2008?2?,??,"1,124,904",26.4,"365,240,462",9.0,"597,316",28.5,"1,062,898,800",-5.1,"527,588"
2008?3?,??,"1,777,668",23.0,"567,159,913",7.7,"942,778",29.9,"1,584,108,776",-9.2,"834,890"
2008?4?,??,"2,377,823",18.8,"765,038,886",7.3,"1,316,260",35.5,"2,242,099,170",-2.8,"1,061,563"
2008?5?,??,"3,042,272",19.6,"981,734,692",8.4,"1,687,414",36.6,"2,875,199,182",-2.9,"1,354,858"
2008?6?,??,"3,630,743",17.6,"1,162,393,168",6.4,"2,038,917",37.9,"3,522,592,707",-0.1,"1,591,826"
2008?7?,??,"4,307,579",17.2,"1,376,468,074",6.2,"2,413,235",40.5,"4,128,749,539",0.9,"1,894,344"
2008?8?,??,"4,847,375",18.4,"1,561,547,743",6.4,"2,771,163",40.7,"4,679,952,085",1.2,"2,076,212"
2008?9?,??,"5,441,451",19.3,"1,757,014,653",8.0,"3,146,446",42.1,"5,296,326,632",2.9,"2,295,005"
2008?10?,??,"6,049,996",17.9,"1,941,457,168",7.0,"3,526,762",42.4,"5,974,008,062",5.1,"2,523,234"
2008?11?,??,"6,466,399",11.7,"2,082,511,508",2.8,"3,808,147",37.5,"6,360,528,858",1.3,"2,658,252"
2008?12?,??,"6,842,081",7.7,"2,228,952,396",0.7,"4,103,871",34.0,"6,863,891,782",0.8,"2,738,210"
2007?,??,"6,354,452",16.1,"2,213,800,113",9.6,"3,063,108",20.2,"6,812,769,627",-0.6,"3,291,344"
2007?1?,??,"452,747",2.7,"171,532,137",0.1,"247,383",18.9,"612,450,468",38.4,"205,364"
2007?2?,??,"889,709",3.3,"335,113,028",0.9,"465,005",17.9,"1,119,690,763",25.1,"424,704"
2007?3?,??,"1,445,051",10.5,"526,607,209",5.0,"726,042",19.7,"1,745,568,416",21.0,"719,009"
2007?4?,??,"2,002,229",13.6,"713,013,190",7.4,"971,246",20.3,"2,306,144,943",10.7,"1,030,983"
2007?5?,??,"2,544,418",14.8,"905,987,246",8.4,"1,235,633",23.1,"2,962,513,141",10.6,"1,308,785"
2007?6?,??,"3,088,276",14.8,"1,092,118,857",8.2,"1,478,312",20.6,"3,525,662,199",6.8,"1,609,964"
2007?7?,??,"3,673,948",17.1,"1,295,611,249",11.2,"1,717,996",19.7,"4,092,005,429",6.5,"1,955,952"
2007?8?,??,"4,094,502",14.8,"1,467,638,910",10.0,"1,969,736",17.9,"4,625,907,448",2.3,"2,124,766"
2007?9?,??,"4,561,379",12.3,"1,626,224,451",7.1,"2,214,288",16.9,"5,146,306,701",0.5,"2,347,091"
2007?10?,??,"5,132,786",14.2,"1,814,802,778",8.4,"2,476,213",17.7,"5,684,307,458",0.3,"2,656,573"
2007?11?,??,"5,788,118",16.2,"2,026,340,410",9.8,"2,769,684",19.2,"6,277,838,384",0.2,"3,018,434"
2007?12?,??,"6,354,452",16.1,"2,213,800,113",9.6,"3,063,108",20.2,"6,812,769,627",-0.6,"3,291,344"
2006?,??,"5,470,985",12.8,"2,020,171,546",4.3,"2,547,563",3.7,"6,852,078,225",2.8,"2,923,422"
2006?1?,??,"440,853",24.7,"171,408,013",12.4,"208,075",-14.8,"442,442,934",-22.4,"232,778"
2006?2?,??,"861,597",25.0,"332,164,276",8.8,"394,448",-8.0,"895,129,485",-6.9,"467,149"
2006?3?,??,"1,308,128",19.7,"501,610,878",5.8,"606,456",-5.6,"1,442,933,285",-4.8,"701,672"
2006?4?,??,"1,762,006",18.2,"664,170,284",3.8,"807,137",-5.5,"2,082,496,572",0.8,"954,869"
2006?5?,??,"2,216,036",16.6,"835,423,831",5.2,"1,003,598",-5.2,"2,679,731,085",-1.6,"1,212,438"
2006?6?,??,"2,690,268",16.6,"1,009,640,964",5.7,"1,225,562",-1.9,"3,302,644,847",1.9,"1,464,706"
2006?7?,??,"3,136,942",16.5,"1,164,625,693",5.0,"1,435,660",-1.1,"3,843,165,579",1.4,"1,701,282"
2006?8?,??,"3,567,613",16.0,"1,334,563,049",5.7,"1,670,170",1.6,"4,519,776,743",5.0,"1,897,443"
2006?9?,??,"4,063,146",15.9,"1,518,426,930",6.4,"1,893,727",2.4,"5,118,446,245",3.0,"2,169,419"
2006?10?,??,"4,493,529",14.4,"1,673,706,888",5.3,"2,104,675",2.2,"5,664,641,451",2.5,"2,388,854"
2006?11?,??,"4,981,114",14.2,"1,846,105,883",5.2,"2,324,015",2.5,"6,264,844,397",3.7,"2,657,099"
2006?12?,??,"5,470,985",12.8,"2,020,171,546",4.3,"2,547,563",3.7,"6,852,078,225",2.8,"2,923,422"
2005?,??,"4,850,995",14.8,"1,937,140,299",3.0,"2,456,326",-2.6,"6,662,993,852",1.0,"2,394,669"
2005?1?,??,"353,407",19.9,"152,503,578",8.5,"244,221",29.9,"570,444,806",8.9,"109,186"
2005?2?,??,"689,027",12.0,"305,382,930",5.5,"428,657",13.8,"961,977,171",0.2,"260,370"
2005?3?,??,"1,093,046",13.1,"474,186,844",5.7,"642,733",7.3,"1,516,001,615",1.5,"450,313"
2005?4?,??,"1,490,498",11.3,"639,603,427",5.5,"854,370",3.5,"2,065,621,600",-1.3,"636,128"
2005?5?,??,"1,900,926",15.5,"793,940,751",6.3,"1,058,194",4.0,"2,722,631,152",3.5,"842,732"
2005?6?,??,"2,307,403",16.7,"954,777,711",6.9,"1,248,722",2.7,"3,240,429,099",4.3,"1,058,681"
2005?7?,??,"2,692,821",14.9,"1,108,694,178",4.6,"1,451,663",0.8,"3,790,984,601",2.5,"1,241,158"
2005?8?,??,"3,074,913",15.7,"1,262,418,119",3.2,"1,643,908",0.1,"4,304,704,307",2.7,"1,431,005"
2005?9?,??,"3,504,385",15.7,"1,426,765,390",3.3,"1,850,145",0.3,"4,970,846,318",3.9,"1,654,240"
2005?10?,??,"3,928,391",15.1,"1,590,006,360",2.6,"2,058,736",-0.7,"5,526,305,521",1.9,"1,869,655"
2005?11?,??,"4,362,072",14.1,"1,754,250,386",2.3,"2,267,644",-1.0,"6,038,947,006",1.2,"2,094,428"
2005?12?,??,"4,850,995",14.8,"1,937,140,299",3.0,"2,456,326",-2.6,"6,662,993,852",1.0,"2,394,669"
2004?,??,"4,224,538",47.4,"1,880,798,839",17.3,"2,522,398",23.5,"6,594,214,383",14.2,"1,702,140"
2004?1?,??,"294,675",110.4,"140,507,129",40.2,"187,937",17.4,"523,679,544",18.2,"106,738"
2004?2?,??,"615,000",108.1,"289,376,755",47.1,"376,606",26.3,"959,717,706",15.4,"238,394"
2004?3?,??,"966,810",103.0,"448,456,383",45.3,"598,945",29.5,"1,493,650,281",19.4,"367,865"
2004?4?,??,"1,339,498",98.3,"606,054,542",37.9,"825,536",32.3,"2,093,327,284",23.4,"513,962"
2004?5?,??,"1,646,115",82.9,"747,158,627",33.7,"1,017,411",29.2,"2,631,098,988",17.2,"628,704"
2004?6?,??,"1,977,574",76.9,"893,287,739",29.4,"1,215,771",27.1,"3,105,391,571",11.7,"761,803"
2004?7?,??,"2,343,207",72.6,"1,059,671,606",29.1,"1,440,292",29.6,"3,697,358,630",14.4,"902,915"
2004?8?,??,"2,658,237",65.4,"1,223,096,461",25.4,"1,641,899",30.1,"4,190,289,939",12.1,"1,016,338"
2004?9?,??,"3,028,086",59.0,"1,381,664,840",22.5,"1,843,983",29.2,"4,784,629,742",14.7,"1,184,103"
2004?10?,??,"3,412,554",53.0,"1,549,807,101",20.4,"2,073,227",28.1,"5,424,056,755",16.6,"1,339,327"
2004?11?,??,"3,821,856",51.8,"1,714,499,314",19.2,"2,289,413",26.4,"5,965,724,994",16.0,"1,532,443"
2004?12?,??,"4,224,538",47.4,"1,880,798,839",17.3,"2,522,398",23.5,"6,594,214,383",14.2,"1,702,140"
2003?,??,"2,866,130",47.5,"1,603,985,248",23.6,"2,042,837",27.7,"5,776,095,641",12.6,"823,293"
2003?1?,??,"140,043",-7.3,"100,184,628",6.5,"160,015",9.8,"443,060,021",2.5,"-19,972"
2003?2?,??,"295,556",-2.0,"196,712,821",1.4,"298,262",17.6,"831,675,093",10.2,"-2,706"
2003?3?,??,"476,301",3.3,"308,691,404",2.5,"462,361",18.0,"1,251,362,072",0.4,"13,940"
2003?4?,??,"675,352",9.0,"439,455,846",9.0,"623,997",21.6,"1,696,683,141",3.8,"51,355"
2003?5?,??,"900,140",13.8,"558,956,411",6.9,"787,598",21.5,"2,245,898,715",8.6,"112,542"
2003?6?,??,"1,118,179",18.5,"690,576,897",10.9,"956,234",24.3,"2,779,755,293",13.0,"161,945"
2003?7?,??,"1,357,437",23.0,"821,037,001",10.5,"1,110,961",23.7,"3,230,549,877",11.1,"246,476"
2003?8?,??,"1,607,353",25.7,"975,102,163",12.3,"1,262,121",21.7,"3,738,858,660",11.7,"345,232"
2003?9?,??,"1,904,894",33.5,"1,127,765,502",16.5,"1,427,160",21.8,"4,171,102,496",10.5,"477,734"
2003?10?,??,"2,230,086",39.0,"1,287,495,457",19.2,"1,619,056",24.0,"4,652,124,469",10.9,"611,030"
2003?11?,??,"2,518,193",42.1,"1,438,423,251",21.8,"1,811,300",24.6,"5,143,161,847",9.2,"706,893"
2003?12?,??,"2,866,130",47.5,"1,603,985,248",23.6,"2,042,837",27.7,"5,776,095,641",12.6,"823,293"
2002?,??,"1,943,083",-12.5,"1,297,623,903",2.3,"1,599,851",6.4,"5,128,442,027",13.0,"343,232"
2002?1?,??,"151,035",-25.5,"94,080,776",-16.7,"145,694",25.1,"432,451,864",37.9,"5,341"
2002?2?,??,"301,650",-21.9,"194,025,274",-14.9,"253,641",4.2,"754,583,577",21.7,"48,009"
2002?3?,??,"460,872",-22.4,"301,115,267",-10.6,"391,930",1.9,"1,246,867,140",20.7,"68,942"
2002?4?,??,"619,649",-22.3,"403,045,254",-9.6,"513,275",0.8,"1,635,108,539",18.1,"106,374"
2002?5?,??,"791,165",-20.4,"522,858,081",-5.4,"648,409",2.3,"2,067,996,187",18.1,"142,756"
2002?6?,??,"943,772",-21.1,"622,901,973",-4.3,"769,003",1.7,"2,460,164,360",12.2,"174,769"
2002?7?,??,"1,103,275",-20.3,"743,157,435",-2.1,"898,248",3.1,"2,906,569,549",14.6,"205,027"
2002?8?,??,"1,278,905",-17.7,"868,167,355",2.3,"1,036,860",4.6,"3,345,971,786",14.6,"242,045"
2002?9?,??,"1,427,167",-17.5,"968,288,629",1.7,"1,171,398",5.0,"3,775,011,195",14.2,"255,769"
2002?10?,??,"1,604,221",-15.5,"1,080,132,488",2.8,"1,305,247",5.3,"4,195,064,735",12.9,"298,974"
2002?11?,??,"1,772,351",-13.7,"1,180,693,659",2.2,"1,453,187",5.9,"4,709,047,123",14.9,"319,164"
2002?12?,??,"1,943,083",-12.5,"1,297,623,903",2.3,"1,599,851",6.4,"5,128,442,027",13.0,"343,232"
2025?,??,"105,736",45.6,"24,101,387",115.7,"222,100",22.9,"66,134,137",-6.2,"-116,364"
2025?1?,??,"17,231",10.9,"6,513,329",115.9,"74,476",107.1,"11,816,104",11.4,"-57,245"
2025?2?,??,"38,388",24.9,"12,150,866",130.0,"103,627",51.4,"29,016,365",41.8,"-65,239"
2025?3?,??,"68,976",45.3,"15,538,343",101.1,"124,221",19.4,"38,753,657",11.5,"-55,245"
2025?4?,??,"85,639",48.6,"19,232,613",105.5,"149,260",-0.1,"53,484,893",0.1,"-63,621"
2025?5?,??,"105,736",45.6,"24,101,387",115.7,"222,100",22.9,"66,134,137",-6.2,"-116,364"
2024?,??,"188,881",-2.8,"37,885,640",7.0,"408,640",-24.4,"156,465,762",-5.2,"-219,759"
2024?1?,??,"15,544",17.4,"3,017,369",-16.2,"35,970",-13.4,"10,604,713",-7.7,"-20,426"
2024?2?,??,"30,729",20.0,"5,283,402",-14.7,"68,443",-4.8,"20,457,410",-16.0,"-37,714"
2024?3?,??,"47,468",14.7,"7,726,740",-9.2,"104,074",-1.1,"34,745,347",-5.4,"-56,606"
2024?4?,??,"57,626",7.4,"9,357,434",-8.4,"149,422",9.3,"53,419,711",13.6,"-91,796"
2024?5?,??,"72,622",9.3,"11,171,425",-9.6,"180,646",-7.8,"70,542,529",14.9,"-108,024"
2024?6?,??,"90,319",12.2,"14,424,069",1.9,"217,873",-5.2,"81,237,013",18.0,"-127,554"
2024?7?,??,"103,738",5.0,"16,786,347",6.8,"255,736",-1.7,"97,207,991",17.4,"-151,998"
2024?8?,??,"118,811",6.3,"20,008,166",15.9,"285,389",-2.9,"107,468,837",7.2,"-166,578"
2024?9?,??,"132,030",4.0,"21,994,512",17.4,"311,622",-4.4,"117,351,996",7.7,"-179,592"
2024?10?,??,"147,112",1.6,"24,898,147",21.7,"343,013",-4.1,"130,842,503",5.5,"-195,901"
2024?11?,??,"164,472",-1.2,"31,285,704",22.1,"372,769",-16.5,"144,744,649",4.4,"-208,297"
2024?12?,??,"188,881",-2.8,"37,885,640",7.0,"408,640",-24.4,"156,465,762",-5.2,"-219,759"
2023?,??,"194,245",-0.1,"35,402,171",37.9,"540,354",9.6,"165,037,409",8.9,"-346,109"
2023?1?,??,"13,237",-16.0,"3,601,286",57.9,"41,534",-12.7,"11,490,123",39.7,"-28,297"
2023?2?,??,"25,609",-18.4,"6,197,509",66.7,"71,868",-18.0,"24,344,995",20.4,"-46,259"
2023?3?,??,"41,376",-22.4,"8,505,968",47.9,"105,180",-15.0,"36,718,359",5.2,"-63,804"
2023?4?,??,"53,638",-22.9,"10,220,160",35.5,"136,736",-23.3,"47,027,175",-9.7,"-83,098"
2023?5?,??,"66,467",-23.0,"12,352,754",39.3,"195,823",-9.6,"61,373,474",2.2,"-129,356"
2023?6?,??,"80,514",-21.8,"14,152,824",33.5,"229,773",-12.4,"68,849,942",-8.5,"-149,259"
2023?7?,??,"98,751",-13.8,"15,713,707",26.3,"260,101",-12.0,"82,834,566",-4.5,"-161,350"
2023?8?,??,"111,793",-12.8,"17,260,221",22.6,"293,897",-14.3,"100,255,274",-0.4,"-182,104"
2023?9?,??,"126,962",-10.6,"18,741,994",18.0,"325,989",-14.9,"108,971,629",-5.3,"-199,027"
2023?10?,??,"144,845",-6.8,"20,465,682",15.6,"357,724",-14.0,"124,048,886",-1.0,"-212,879"
2023?11?,??,"166,398",-4.3,"25,618,933",23.2,"446,256",-2.1,"138,648,935",-1.2,"-279,858"
2023?12?,??,"194,245",-0.1,"35,402,171",37.9,"540,354",9.6,"165,037,409",8.9,"-346,109"
2022?,??,"194,533",-13.9,"25,678,098",-48.5,"492,802",17.9,"151,484,090",-10.2,"-298,269"
2022?1?,??,"15,749",14.7,"2,280,763",-24.6,"47,594",52.3,"8,225,479",-31.0,"-31,845"
2022?2?,??,"31,376",20.3,"3,718,288",-46.2,"87,676",62.9,"20,221,521",-41.5,"-56,300"
2022?3?,??,"53,313",18.5,"5,749,477",-69.8,"123,774",48.2,"34,891,194",-29.8,"-70,461"
2022?4?,??,"69,575",7.8,"7,540,652",-70.4,"178,215",49.4,"52,096,339",-14.6,"-108,640"
2022?5?,??,"86,290",3.3,"8,870,369",-73.0,"216,523",35.0,"60,028,165",-19.9,"-130,233"
2022?6?,??,"102,938",-1.2,"10,598,717",-69.9,"262,256",32.5,"75,279,816",-10.1,"-159,318"
2022?7?,??,"114,598",-6.7,"12,440,399",-66.1,"295,459",25.1,"86,766,265",-12.3,"-180,861"
2022?8?,??,"128,239",-10.0,"14,078,714",-62.9,"342,956",28.7,"100,626,171",-9.9,"-214,717"
2022?9?,??,"142,047",-11.9,"15,883,536",-59.3,"382,881",28.4,"115,033,000",-9.8,"-240,834"
2022?10?,??,"155,372",-13.7,"17,703,693",-56.2,"415,850",25.9,"125,262,982",-10.3,"-260,478"
2022?11?,??,"173,934",-14.2,"20,800,118",-54.2,"455,954",25.7,"140,360,994",-6.7,"-282,020"
2022?12?,??,"194,533",-13.9,"25,678,098",-48.5,"492,802",17.9,"151,484,090",-10.2,"-298,269"
2021?,??,"225,880",45.8,"49,836,489",66.6,"418,079",24.5,"168,655,877",-1.6,"-192,199"
2021?1?,??,"13,726",26.6,"3,026,060",84.5,"31,244",5.3,"11,926,296",1.7,"-17,518"
2021?2?,??,"26,083",2.2,"6,905,741",24.0,"53,815",1.4,"34,546,397",31.3,"-27,732"
2021?3?,??,"44,982",17.0,"19,028,039",107.2,"83,523",7.5,"49,719,341",11.8,"-38,541"
2021?4?,??,"64,569",31.2,"25,484,398",129.4,"119,262",26.4,"60,985,117",7.6,"-54,693"
2021?5?,??,"83,536",41.8,"32,859,543",150.1,"160,379",45.0,"74,978,290",9.3,"-76,843"
2021?6?,??,"104,152",50.6,"35,246,740",137.6,"197,873",48.5,"83,783,743",-4.5,"-93,721"
2021?7?,??,"122,862",60.0,"36,711,729",129.1,"236,156",44.0,"98,914,350",-2.1,"-113,294"
2021?8?,??,"142,503",62.8,"37,906,079",120.2,"266,472",33.8,"111,702,423",0.6,"-123,969"
2021?9?,??,"161,191",60.0,"39,019,668",105.0,"298,123",27.6,"127,499,316",1.0,"-136,932"
2021?10?,??,"180,130",59.6,"40,452,334",97.9,"330,229",24.9,"139,689,768",0.1,"-150,099"
2021?11?,??,"202,726",53.4,"45,387,617",81.1,"362,800",23.3,"150,461,241",-2.0,"-160,074"
2021?12?,??,"225,880",45.8,"49,836,489",66.6,"418,079",24.5,"168,655,877",-1.6,"-192,199"
2020?,??,"154,962",4.0,"29,907,333",-9.5,"335,896",-20.2,"171,335,409",-14.9,"-180,934"
2020?1?,??,"10,840",-10.2,"1,640,035",-81.5,"29,670",-9.9,"11,721,911",-21.3,"-18,830"
2020?2?,??,"25,518",15.7,"5,567,763",-51.0,"53,082",-8.2,"26,304,346",-1.6,"-27,564"
2020?3?,??,"38,446",10.9,"9,183,167",-33.6,"77,684",-13.2,"44,475,112",5.0,"-39,238"
2020?4?,??,"49,199",5.0,"11,107,257",-36.6,"94,331",-18.8,"56,665,318",-5.1,"-45,132"
2020?5?,??,"58,928",4.1,"13,136,955",-32.1,"110,643",-30.5,"68,618,256",-13.4,"-51,715"
2020?6?,??,"69,156",3.8,"14,837,387",-29.0,"133,221",-29.0,"87,695,054",-4.6,"-64,065"
2020?7?,??,"76,788",-1.4,"16,025,337",-28.1,"164,046",-29.3,"101,086,144",-4.7,"-87,258"
2020?8?,??,"87,541",-1.3,"17,211,832",-26.9,"199,221",-25.5,"111,081,807",-13.3,"-111,680"
2020?9?,??,"100,767",-0.5,"19,030,425",-23.5,"233,565",-21.8,"126,186,779",-10.8,"-132,798"
2020?10?,??,"112,867",-2.3,"20,441,312",-24.0,"264,296",-20.5,"139,532,152",-11.6,"-151,429"
2020?11?,??,"132,193",0.3,"25,062,038",-17.6,"294,268",-23.8,"153,513,777",-13.6,"-162,075"
2020?12?,??,"154,962",4.0,"29,907,333",-9.5,"335,896",-20.2,"171,335,409",-14.9,"-180,934"
2019?,??,"149,041",-18.3,"33,052,679",8.7,"420,988",-34.5,"201,356,732",6.4,"-271,947"
2019?1?,??,"12,074",-13.0,"8,888,200",157.3,"32,943",-18.6,"14,901,909",22.2,"-20,869"
2019?2?,??,"22,062",-11.7,"11,372,230",92.0,"57,848",-13.7,"26,733,036",2.3,"-35,786"
2019?3?,??,"34,682",-20.2,"13,836,735",39.7,"89,504",-8.0,"42,361,603",-0.6,"-54,822"
2019?4?,??,"46,857",-14.9,"17,512,728",51.4,"116,240",-28.5,"59,739,191",6.2,"-69,383"
2019?5?,??,"56,600",-17.4,"19,351,038",51.8,"159,110",-35.0,"79,235,295",9.4,"-102,510"
2019?6?,??,"66,606",-25.4,"20,890,851",22.5,"187,717",-36.1,"91,915,224",-0.4,"-121,111"
2019?7?,??,"77,909",-24.6,"22,283,607",18.6,"231,899",-37.8,"106,067,028",-4.2,"-153,990"
2019?8?,??,"88,672",-23.9,"23,532,839",14.7,"267,452",-41.7,"128,062,048",0.1,"-178,780"
2019?9?,??,"101,255",-23.1,"24,861,089",13.8,"298,703",-38.1,"141,388,381",3.0,"-197,448"
2019?10?,??,"115,573",-19.0,"26,902,574",16.0,"332,473",-41.9,"157,766,303",0.7,"-216,900"
2019?11?,??,"131,799",-16.9,"30,431,273",14.0,"386,112",-36.1,"177,763,079",1.6,"-254,313"
2019?12?,??,"149,041",-18.3,"33,052,679",8.7,"420,988",-34.5,"201,356,732",6.4,"-271,947"
2018?,??,"182,470",17.4,"30,421,241",-13.8,"642,773",56.4,"189,290,962",-17.1,"-460,303"
2018?1?,??,"13,871",42.6,"3,454,648",-28.2,"40,447",51.0,"12,194,975",-5.9,"-26,576"
2018?2?,??,"24,978",16.3,"5,924,385",-18.4,"67,039",33.8,"26,136,366",-15.6,"-42,061"
2018?3?,??,"43,480",29.8,"9,902,723",-3.4,"97,286",22.0,"42,621,534",-18.2,"-53,806"
2018?4?,??,"55,050",27.0,"11,568,254",-34.5,"162,498",45.8,"56,277,910",-18.1,"-107,448"
2018?5?,??,"68,550",24.5,"12,743,936",-32.9,"244,804",59.2,"72,450,811",-21.8,"-176,254"
2018?6?,??,"89,252",31.0,"17,058,659",-17.3,"293,553",55.3,"92,281,738",-16.5,"-204,301"
2018?7?,??,"103,382",27.0,"18,796,756",-17.1,"372,730",65.9,"110,773,171",-16.0,"-269,348"
2018?8?,??,"116,486",24.0,"20,523,842",-16.6,"458,699",77.2,"127,879,464",-12.7,"-342,213"
2018?9?,??,"131,708",23.4,"21,837,847",-18.0,"482,365",62.0,"137,271,989",-19.5,"-350,657"
2018?10?,??,"142,641",16.2,"23,187,013",-18.0,"571,861",73.7,"156,662,408",-15.8,"-429,220"
2018?11?,??,"158,685",14.8,"26,692,509",-16.5,"603,814",62.5,"174,926,146",-16.7,"-445,129"
2018?12?,??,"182,470",17.4,"30,421,241",-13.8,"642,773",56.4,"189,290,962",-17.1,"-460,303"
2017?,??,"155,362",20.4,"35,295,472",2.3,"410,901",11.4,"228,434,933",13.5,"-255,539"
2017?1?,??,"9,728",-6.0,"4,808,631",83.4,"26,784",2.8,"12,960,137",20.6,"-17,056"
2017?2?,??,"21,475",-2.0,"7,264,345",13.6,"50,087",-4.3,"30,954,286",57.3,"-28,612"
2017?3?,??,"33,507",1.9,"10,251,509",7.7,"79,727",-22.6,"52,115,979",24.6,"-46,220"
2017?4?,??,"43,352",5.6,"17,674,712",56.7,"111,475",-18.3,"68,673,758",24.7,"-68,123"
2017?5?,??,"55,053",9.0,"19,004,740",42.1,"153,777",-7.8,"92,696,848",33.9,"-98,724"
2017?6?,??,"68,147",10.7,"20,625,067",33.5,"189,077",-1.7,"110,464,057",34.6,"-120,930"
2017?7?,??,"81,381",16.3,"22,684,725",29.3,"224,654",3.1,"131,875,925",30.6,"-143,273"
2017?8?,??,"93,969",16.8,"24,603,155",25.9,"258,827",3.3,"146,542,015",19.2,"-164,858"
2017?9?,??,"106,769",17.7,"26,632,728",23.2,"297,787",6.4,"170,524,048",25.0,"-191,018"
2017?10?,??,"122,756",21.1,"28,281,964",20.2,"329,192",6.7,"186,134,723",16.2,"-206,436"
2017?11?,??,"138,221",21.0,"31,965,840",9.8,"371,660",9.8,"210,069,035",14.9,"-233,439"
2017?12?,??,"155,362",20.4,"35,295,472",2.3,"410,901",11.4,"228,434,933",13.5,"-255,539"
2016?,??,"128,994",6.5,"34,494,467",25.4,"368,823",8.7,"201,304,096",19.7,"-239,829"
2016?1?,??,"10,354",17.4,"2,622,048",32.0,"26,043",8.7,"10,749,278",27.9,"-15,689"
2016?2?,??,"21,921",37.8,"6,396,832",64.8,"52,316",21.2,"19,683,754",1.9,"-30,395"
2016?3?,??,"32,897",22.4,"9,522,014",56.4,"102,960",56.7,"41,837,253",43.9,"-70,063"
2016?4?,??,"41,057",19.8,"11,276,688",42.9,"136,472",46.9,"55,069,086",20.3,"-95,415"
2016?5?,??,"50,520",23.6,"13,374,166",42.0,"166,875",32.3,"69,220,819",25.4,"-116,355"
2016?6?,??,"61,579",18.4,"15,443,950",35.8,"192,380",17.6,"82,055,558",7.4,"-130,801"
2016?7?,??,"70,003",15.2,"17,542,483",29.6,"217,882",13.1,"100,970,289",12.2,"-147,879"
2016?8?,??,"80,472",11.6,"19,543,994",26.9,"250,549",15.0,"122,987,577",18.5,"-170,077"
2016?9?,??,"90,684",10.3,"21,617,821",29.5,"279,856",14.6,"136,394,006",16.9,"-189,172"
2016?10?,??,"101,335",8.8,"23,538,801",23.5,"308,608",12.6,"160,134,175",20.1,"-207,273"
2016?11?,??,"114,216",7.3,"29,108,083",26.4,"338,380",12.7,"182,813,960",19.8,"-224,164"
2016?12?,??,"128,994",6.5,"34,494,467",25.4,"368,823",8.7,"201,304,096",19.7,"-239,829"
2015?,??,"121,068",13.8,"27,499,989",-9.1,"339,390",4.3,"168,104,882",11.1,"-218,322"
2015?1?,??,"8,818",4.9,"1,987,011",-56.4,"23,951",-16.2,"8,403,981",-36.9,"-15,133"
2015?2?,??,"15,906",-6.1,"3,882,737",-52.3,"43,167",-18.3,"19,315,264",-31.5,"-27,261"
2015?3?,??,"26,876",4.0,"6,088,802",-46.2,"65,706",-10.3,"29,064,280",-19.0,"-38,830"
2015?4?,??,"34,284",2.9,"7,891,183",-44.3,"92,911",-2.9,"45,771,781",-4.6,"-58,627"
2015?5?,??,"40,875",0.1,"9,415,680",-41.3,"126,175",5.0,"55,211,590",-8.0,"-85,300"
2015?6?,??,"51,991",6.1,"11,370,725",-37.1,"163,615",16.4,"76,418,030",16.9,"-111,624"
2015?7?,??,"60,756",9.4,"13,533,987",-30.5,"192,707",18.3,"90,016,364",20.2,"-131,951"
2015?8?,??,"72,094",14.1,"15,400,095",-25.6,"217,894",13.1,"103,781,265",8.8,"-145,800"
