? ?? ?????  ???????(2020=100) [2020=100],,,,,,,
??-?????,??,????(???),????? ????(???),????? ????(???),????(????),????? ????(????),????? ????(????)
??,2015.12 ?,108.862,116.759,47.6,,,
??,2016.01 ?,94.639,94.118,57.75,,,
??,2016.02 ?,88.84,88.901,58.85,,,
??,2016.03 ?,118.709,119.201,62.25,,,
??,2016.04 ?,106.674,110.544,58.35,,,
??,2016.05 ?,112.254,118.535,52.4,,,
??,2016.06 ?,117.724,119.312,48.15,,,
??,2016.07 ?,115.755,113.873,48.5,,,
??,2016.08 ?,93.873,92.453,49.95,,,
??,2016.09 ?,99.015,97.78,43.9,,,
??,2016.10 ?,105.58,102.109,49.5,,,
??,2016.11 ?,117.068,114.872,52.4,,,
??,2016.12 ?,116.958,121.199,50.9,,,
??,2017.01 ?,95.624,93.785,56.35,,,
??,2017.02 ?,107.659,105.105,63.15,,,
??,2017.03 ?,120.022,122.087,67.1,,,
??,2017.04 ?,111.05,111.654,66.8,,,
??,2017.05 ?,109.956,107.436,70.85,,,
??,2017.06 ?,112.363,114.761,76.1,,,
??,2017.07 ?,118.271,119.978,70.2,,,
??,2017.08 ?,107.549,106.104,75.5,,,
??,2017.09 ?,116.849,117.314,74.7,,,
??,2017.10 ?,90.7,93.008,69.8,,,
??,2017.11 ?,110.284,111.987,71.9,,,
??,2017.12 ?,94.092,100.888,63.1,,,
??,2018.01 ?,96.718,94.673,67.1,,,
??,2018.02 ?,82.276,78.801,72.75,,,
??,2018.03 ?,106.018,107.103,73.35,,,
??,2018.04 ?,104.595,103.219,75.5,,,
??,2018.05 ?,105.799,108.213,76.7,,,
??,2018.06 ?,102.626,105.438,74.55,,,
??,2018.07 ?,103.063,107.88,67.4,,,
??,2018.08 ?,95.077,96.226,67.35,,,
??,2018.09 ?,95.077,94.673,63.95,,,
??,2018.10 ?,109.519,108.99,63.1,,,
??,2018.11 ?,112.691,112.653,65.3,,,
??,2018.12 ?,98.14,98.779,64.45,,,
??,2019.01 ?,99.344,97.114,69.6,,,
??,2019.02 ?,79.869,81.576,69.1,,,
??,2019.03 ?,101.86,99.667,69.5,,,
??,2019.04 ?,114.661,112.32,73.9,,,
??,2019.05 ?,110.613,113.541,78.4,,,
??,2019.06 ?,105.689,105.105,80.65,,,
??,2019.07 ?,108.096,102.22,81.9,,,
??,2019.08 ?,89.497,92.453,77.55,,,
??,2019.09 ?,96.28,94.562,80.35,,,
??,2019.10 ?,100,98.779,87,,,
??,2019.11 ?,101.094,102.22,90.85,,,
??,2019.12 ?,91.575,95.45,86.1,,,
??,2020.01 ?,91.1,92.5,94.7,,,
??,2020.02 ?,86.9,85.5,98,,,
??,2020.03 ?,105.5,111.3,96.4,,,
??,2020.04 ?,88.9,87.9,104.2,,,
??,2020.05 ?,80,84,98.5,,,
??,2020.06 ?,100.9,105.3,90,,,
??,2020.07 ?,119.5,108.5,106.7,,,
??,2020.08 ?,96.8,95.7,101.6,,,
??,2020.09 ?,110.6,115.7,96.7,,,
??,2020.10 ?,112,107.1,105.9,,,
??,2020.11 ?,108.6,109.6,102.4,,,
??,2020.12 ?,98.1,95.2,100.3,,,
??,2021.01 ?,100.3,98.3,99.7,,,
??,2021.02 ?,97.6,97.9,93.7,,,
??,2021.03 ?,116.3,116,88.9,,,
??,2021.04 ?,122,115.9,103.4,,,
??,2021.05 ?,105.1,100.5,103,,,
??,2021.06 ?,104,112.1,110.7,,,
??,2021.07 ?,102.8,109.1,107.5,,,
??,2021.08 ?,94.6,99.2,102.7,,,
??,2021.09 ?,101.9,95.7,111.4,,,
??,2021.10 ?,110.8,107.3,112.9,,,
??,2021.11 ?,121.6,122.1,118.2,,,
??,2021.12 ?,113.6,122.1,113.9,,,
??,2022.01 ?,108.2,110.1,116.3,,,
??,2022.02 ?,99.1,96.1,115,,,
??,2022.03 ?,118.4,114.1,117.9,,,
??,2022.04 ?,113.5,116.7,110.8,,,
??,2022.05 ?,122.4,121.6,114.1,,,
??,2022.06 ?,121.1,114.4,130.7,,,
??,2022.07 ?,117.6,123.8,116.6,,,
??,2022.08 ?,110.2,111,115.9,,,
??,2022.09 ?,114,111.6,118,,,
??,2022.10 ?,112.3,112.6,123.1,,,
??,2022.11 ?,122.2,120,144.9,,,
??,2022.12 ?,108.1,113.3,144.1,,,
??,2023.01 ?,107.3,111.8,136.8,,,
??,2023.02 ?,113.1,121.8,125.9,,,
??,2023.03 ?,125.4,131.8,126.6,,,
??,2023.04 ?,113.3,119.6,132,,,
??,2023.05 ?,114.3,119.7,136.9,,,
??,2023.06 ?,119.2,119.5,146.3,,,
??,2023.07 ?,117.5,122,143.8,,,
??,2023.08 ?,108.4,111.2,148.3,,,
??,2023.09 ?,108.7,114.5,143.8,,,
??,2023.10 ?,105,109,138,,,
??,2023.11 ?,117.3,123,134,,,
??,2023.12 ?,103.2,113.3,139.1,,,
??,2024.01 ?,119.3,123,152.8,,,
??,2024.02 ?,109.8,111.9,155.3,,,
??,2024.03 ?,117.8,124,155.9,,,
??,2024.04 ?,120.3,126.3,158.5,,,
??,2024.05 ?,125.3,126.9,166,,,
??,2024.06 ?,116.3,122.7,167,,,
??,2024.07 ?,120.6,124.5,162.4,,,
??,2024.08 ?,118.3,117.8,169.8,,,
??,2024.09 ?,103.2,102.9,165.7,,,
??,2024.10 ?,121.2,116.2,171.6,,,
??,2024.11 ?,117.1,109.7,167.8,,,
??,2024.12 ?,120.1,123.6,166.1,,,
??,2025.01 ?,112.3,110.7,161.2,,,
??,2025.02 ?,133.7,130,171.8,,,
??,2025.03 ?,136.9,138.8,173.5,,,
??,2025.04 ?,146.3,141.1,181.2,,,
??,2002.01 ?,65.621,71.502,55.791,,,
??,2002.02 ?,56.272,62.027,56.696,,,
??,2002.03 ?,65.9,76.796,54.247,,,
??,2002.04 ?,66.632,76.636,53.569,,,
??,2002.05 ?,68.139,79.57,50.024,,,
??,2002.06 ?,64.633,72.684,50.49,,,
??,2002.07 ?,69.226,77.201,51.927,,,
??,2002.08 ?,66.661,76.334,50.584,,,
??,2002.09 ?,63.058,73.844,47.587,,,
??,2002.10 ?,69.046,79.362,47.609,,,
??,2002.11 ?,65.942,74.198,48.582,,,
??,2002.12 ?,67.866,73.712,53.468,,,
??,2003.01 ?,68.961,74.229,58.392,,,
??,2003.02 ?,66.844,72.939,62.461,,,
??,2003.03 ?,74.439,83.682,63.263,,,
??,2003.04 ?,73.098,83.205,64.42,,,
??,2003.05 ?,71.273,81.877,63.343,,,
??,2003.06 ?,68.149,77.32,63.782,,,
??,2003.07 ?,62.455,71.569,62.799,,,
??,2003.08 ?,64.054,74.545,63.341,,,
??,2003.09 ?,67.697,78.593,58.981,,,
??,2003.10 ?,73.846,83.78,58.915,,,
??,2003.11 ?,70.604,79.726,59.76,,,
??,2003.12 ?,72.597,82.108,62.959,,,
??,2004.01 ?,60.389,71.098,55.682,,,
??,2004.02 ?,70.675,78.397,57.609,,,
??,2004.03 ?,74.857,85.108,54.554,,,
??,2004.04 ?,74.421,84.445,53.518,,,
??,2004.05 ?,72.407,83.568,50.162,,,
??,2004.06 ?,78.268,89.12,48.852,,,
??,2004.07 ?,74.542,83.93,49.137,,,
??,2004.08 ?,71.721,80.1,50.514,,,
??,2004.09 ?,68.197,76.837,47.289,,,
??,2004.10 ?,73.366,82.909,46.794,,,
??,2004.11 ?,77.58,83.074,52.012,,,
??,2004.12 ?,76.868,84.227,55.198,,,
??,2005.01 ?,68.916,77.438,52.229,,,
??,2005.02 ?,62.836,73.208,53.457,,,
??,2005.03 ?,77.169,88.012,54.584,,,
??,2005.04 ?,70.798,83.051,50.437,,,
??,2005.05 ?,74.852,83.376,51.614,,,
??,2005.06 ?,75.649,83.783,50.18,,,
??,2005.07 ?,73.26,80.448,52.843,,,
??,2005.08 ?,70.147,78.902,51.051,,,
??,2005.09 ?,69.133,77.357,48.337,,,
??,2005.10 ?,73.984,81.343,50.18,,,
??,2005.11 ?,78.472,87.442,50.539,,,
??,2005.12 ?,73.405,81.668,49.002,,,
??,2006.01 ?,68.409,76.136,50.693,,,
??,2006.02 ?,70.871,79.798,50.949,,,
??,2006.03 ?,82.236,91.917,51.87,,,
??,2006.04 ?,73.839,83.864,54.021,,,
??,2006.05 ?,75.576,86.629,56.786,,,
??,2006.06 ?,77.676,89.233,53.559,,,
??,2006.07 ?,69.061,76.949,55.608,,,
??,2006.08 ?,73.405,83.62,53.304,,,
??,2006.09 ?,83.467,95.333,50.078,,,
??,2006.10 ?,74.562,82.888,51.153,,,
??,2006.11 ?,79.847,86.548,54.738,,,
??,2006.12 ?,79.992,89.965,54.532,,,
??,2007.01 ?,77.096,83.051,61.548,,,
??,2007.02 ?,64.5,74.916,61.957,,,
??,2007.03 ?,78.038,90.535,64.518,,,
??,2007.04 ?,79.847,93.787,63.033,,,
??,2007.05 ?,82.164,97.286,59.859,,,
??,2007.06 ?,81.512,95.089,56.223,,,
??,2007.07 ?,77.893,88.664,59.397,,,
??,2007.08 ?,81.367,93.055,55.915,,,
??,2007.09 ?,73.331,85.735,53.559,,,
??,2007.10 ?,83.829,96.715,55.096,,,
??,2007.11 ?,87.955,98.181,59.09,,,
??,2007.12 ?,81.296,92.649,60.114,,,
??,2008.01 ?,79.196,88.012,60.575,,,
??,2008.02 ?,66.455,78.495,58.066,,,
??,2008.03 ?,81.729,94.682,58.424,,,
??,2008.04 ?,82.598,94.682,59.499,,,
??,2008.05 ?,78.906,92.73,57.503,,,
??,2008.06 ?,77.531,87.442,60.831,,,
??,2008.07 ?,77.024,87.442,66.259,,,
??,2008.08 ?,69.35,80.448,65.286,,,
??,2008.09 ?,69.133,80.529,65.952,,,
??,2008.10 ?,79.992,90.697,68.46,,,
??,2008.11 ?,73.839,80.692,72.198,,,
??,2008.12 ?,68.989,78.17,67.283,,,
??,2009.01 ?,57.189,64.017,66.412,,,
??,2009.02 ?,60.012,66.05,66.259,,,
??,2009.03 ?,69.133,79.471,62.265,,,
??,2009.04 ?,69.279,81.831,58.271,,,
??,2009.05 ?,67.614,76.787,57.759,,,
??,2009.06 ?,79.413,88.664,57.196,,,
??,2009.07 ?,79.196,88.989,59.039,,,
??,2009.08 ?,74.78,81.749,59.09,,,
??,2009.09 ?,86.073,96.879,56.683,,,
??,2009.10 ?,74.852,84.515,57.554,,,
??,2009.11 ?,77.893,83.376,63.084,,,
??,2009.12 ?,83.539,92.242,59.859,,,
??,2010.01 ?,78.518,85.333,73.253,,,
??,2010.02 ?,72.756,81.536,75.438,,,
??,2010.03 ?,87.463,102.038,65.303,,,
??,2010.04 ?,87.635,98.717,61.722,,,
??,2010.05 ?,86.087,96.154,60.326,,,
??,2010.06 ?,91.075,101.754,57.049,,,
??,2010.07 ?,91.075,100.14,57.231,,,
??,2010.08 ?,80.841,89.604,54.682,,,
??,2010.09 ?,82.045,90.934,51.223,,,
??,2010.10 ?,90.902,97.767,54.136,,,
??,2010.11 ?,89.097,95.015,57.838,,,
??,2010.12 ?,94.342,99.856,60.084,,,
??,2011.01 ?,87.548,94.92,58.809,,,
??,2011.02 ?,74.734,80.777,61.54,,,
??,2011.03 ?,91.504,102.134,61.783,,,
??,2011.04 ?,80.926,92.072,61.965,,,
??,2011.05 ?,86.774,95.299,63.846,,,
??,2011.06 ?,88.667,98.242,62.207,,,
??,2011.07 ?,86.344,94.634,60.872,,,
??,2011.08 ?,85.055,93.496,60.023,,,
??,2011.09 ?,82.216,91.503,60.387,,,
??,2011.10 ?,82.99,94.634,62.511,,,
??,2011.11 ?,92.966,100.046,63.422,,,
??,2011.12 ?,96.578,104.127,63.543,,,
??,2012.01 ?,89.01,95.964,65.97,,,
??,2012.02 ?,92.794,98.622,65.727,,,
??,2012.03 ?,96.407,107.639,62.693,,,
??,2012.04 ?,96.75,105.171,63.664,,,
??,2012.05 ?,87.72,101.754,63.3,,,
??,2012.06 ?,96.493,102.988,65.727,,,
??,2012.07 ?,96.922,104.317,63.543,,,
??,2012.08 ?,89.526,95.299,64.21,,,
??,2012.09 ?,92.881,100.236,62.086,,,
??,2012.10 ?,95.976,102.038,61.054,,,
??,2012.11 ?,95.461,100.236,64.574,,,
??,2012.12 ?,89.01,96.534,67.123,,,
??,2013.01 ?,95.031,99.286,69.672,,,
??,2013.02 ?,81.099,85.522,69.308,,,
??,2013.03 ?,88.924,98.907,67.852,,,
??,2013.04 ?,88.839,97.008,68.216,,,
??,2013.05 ?,88.839,100.14,67.366,,,
??,2013.06 ?,89.699,98.811,66.88,,,
??,2013.07 ?,94.772,103.083,64.453,,,
??,2013.08 ?,84.194,95.015,64.938,,,
??,2013.09 ?,77.314,85.522,62.207,,,
??,2013.10 ?,93.31,101.185,66.334,,,
??,2013.11 ?,91.075,95.205,74.163,,,
??,2013.12 ?,93.483,98.432,76.955,,,
??,2014.01 ?,87.635,92.357,83.692,,,
??,2014.02 ?,83.334,87.991,84.905,,,
??,2014.03 ?,93.396,104.222,86.301,,,
??,2014.04 ?,100.706,109.442,87.394,,,
??,2014.05 ?,98.384,108.399,84.238,,,
??,2014.06 ?,96.063,105.646,83.996,,,
??,2014.07 ?,103.459,109.348,83.752,,,
??,2014.08 ?,89.613,98.052,85.027,,,
??,2014.09 ?,103.459,106.215,76.287,,,
??,2014.10 ?,102.427,106.215,82.114,,,
??,2014.11 ?,96.922,101.469,83.449,,,
??,2014.12 ?,100.449,104.601,84.845,,,
??,2015.01 ?,93.632,98.754,73.827,,,
??,2015.02 ?,83.98,89.304,68.915,,,
??,2015.03 ?,96.816,107.788,69.208,,,
??,2015.04 ?,98.308,104.569,73.387,,,
??,2015.05 ?,95.622,99.169,76.466,,,
??,2015.06 ?,105.075,108.827,76.026,,,
??,2015.07 ?,109.751,108.827,72.067,,,
??,2015.08 ?,95.025,102.181,75.587,,,
??,2015.09 ?,103.881,109.138,68.548,,,
??,2015.10 ?,105.871,106.957,72.361,,,
??,2015.11 ?,100.1,101.454,74.413,,,
??,2015.12 ?,105.97,109.138,78.959,,,
??,2016.01 ?,104.179,110.384,83.944,,,
??,2016.02 ?,96.318,104.777,81.745,,,
??,2016.03 ?,116.617,121.288,87.097,,,
??,2016.04 ?,109.154,111.007,90.836,,,
??,2016.05 ?,109.751,110.384,96.188,,,
??,2016.06 ?,115.92,115.161,92.522,,,
??,2016.07 ?,108.06,113.811,83.944,,,
??,2016.08 ?,105.274,105.711,88.416,,,
??,2016.09 ?,104.577,115.784,79.179,,,
??,2016.10 ?,111.244,112.357,81.672,,,
??,2016.11 ?,120.995,116.096,87.977,,,
??,2016.12 ?,110.945,123.988,80.499,,,
??,2017.01 ?,106.468,110.903,72.507,,,
??,2017.02 ?,106.269,112.565,76.173,,,
??,2017.03 ?,113.93,124.611,77.493,,,
??,2017.04 ?,110.348,112.98,79.106,,,
??,2017.05 ?,101.99,103.531,76.613,,,
??,2017.06 ?,112.637,112.046,76.686,,,
??,2017.07 ?,111.642,112.046,77.566,,,
??,2017.08 ?,103.085,107.58,89.37,,,
??,2017.09 ?,119.403,125.753,81.891,,,
??,2017.10 ?,98.806,97.092,76.833,,,
??,2017.11 ?,114.129,115.265,75.806,,,
??,2017.12 ?,101.194,111.319,74.927,,,
??,2018.01 ?,106.368,104.05,81.378,,,
??,2018.02 ?,90.647,94.081,75.293,,,
??,2018.03 ?,106.965,109.761,73.387,,,
??,2018.04 ?,93.831,103.738,70.455,,,
??,2018.05 ?,94.328,98.235,73.387,,,
??,2018.06 ?,90.448,96.366,64.15,,,
??,2018.07 ?,93.134,100.831,61.95,,,
??,2018.08 ?,90.448,97.508,61.95,,,
??,2018.09 ?,94.826,97.508,55.425,,,
??,2018.10 ?,102.388,103.427,61.73,,,
??,2018.11 ?,102.488,105.607,62.243,,,
??,2018.12 ?,100.995,115.784,58.211,,,
??,2019.01 ?,104.378,107.373,62.463,,,
??,2019.02 ?,86.269,86.916,75.806,,,
??,2019.03 ?,110.547,114.434,97.507,,,
??,2019.04 ?,114.328,120.561,96.041,,,
??,2019.05 ?,116.318,119.107,78.739,,,
??,2019.06 ?,103.383,105.919,79.692,,,
??,2019.07 ?,114.627,118.899,76.833,,,
??,2019.08 ?,102.587,107.477,81.232,,,
??,2019.09 ?,101.393,109.865,85.63,,,
??,2019.10 ?,120.796,128.037,90.543,,,
??,2019.11 ?,108.557,109.242,86.804,,,
??,2019.12 ?,106.866,115.784,80.718,,,
??,2020.01 ?,98.9,99.1,101.2,,,
??,2020.02 ?,88.2,86,105.4,,,
??,2020.03 ?,104.7,110,97.9,,,
??,2020.04 ?,94.3,93.2,101.1,,,
??,2020.05 ?,90.4,83.5,99.7,,,
??,2020.06 ?,104.3,101.2,102.9,,,
??,2020.07 ?,105.4,103.4,98.3,,,
??,2020.08 ?,95.6,97,100.3,,,
??,2020.09 ?,102.4,105.4,97.7,,,
??,2020.10 ?,103.6,104.8,94.1,,,
??,2020.11 ?,107.2,105.9,101.3,,,
??,2020.12 ?,105.1,110.4,100.1,,,
??,2021.01 ?,93.8,95.2,112.3,,,
??,2021.02 ?,88.8,85.2,123.9,,,
??,2021.03 ?,112.9,116.8,102.2,,,
??,2021.04 ?,105.8,108.5,113,,,
??,2021.05 ?,96.5,100,117.8,,,
??,2021.06 ?,110.7,121.7,109.2,,,
??,2021.07 ?,97.4,105.3,107.5,,,
??,2021.08 ?,88.7,92,112.9,,,
??,2021.09 ?,105.6,112.7,105.7,,,
??,2021.10 ?,100.6,102.6,102.9,,,
??,2021.11 ?,103.4,107,98.6,,,
??,2021.12 ?,108.1,117,98.6,,,
??,2022.01 ?,93,93.8,106.3,,,
??,2022.02 ?,93.3,97.8,108.5,,,
??,2022.03 ?,114,125.1,113.4,,,
??,2022.04 ?,97.8,101.7,117,,,
??,2022.05 ?,104.9,105.7,123.9,,,
??,2022.06 ?,99.3,100.1,124,,,
??,2022.07 ?,98.7,94.4,143,,,
??,2022.08 ?,90.9,99,129.7,,,
??,2022.09 ?,96.9,97.6,124.8,,,
??,2022.10 ?,97.7,95.3,124.5,,,
??,2022.11 ?,104.8,100.4,131.7,,,
??,2022.12 ?,100.1,105.3,136.1,,,
??,2023.01 ?,92.1,90.7,150.9,,,
??,2023.02 ?,92.3,95.4,140.5,,,
??,2023.03 ?,100.3,108.9,130.3,,,
??,2023.04 ?,89,90.8,127,,,
??,2023.05 ?,94.5,93.2,131.9,,,
??,2023.06 ?,97.5,99.8,137,,,
??,2023.07 ?,90.1,94.1,126,,,
??,2023.08 ?,89.9,95.8,132.2,,,
??,2023.09 ?,88.5,93,130.3,,,
??,2023.10 ?,93.2,94.1,132.7,,,
??,2023.11 ?,104.3,104.4,137.1,,,
??,2023.12 ?,102.7,114.6,145.8,,,
??,2024.01 ?,103.4,96.9,147.5,,,
??,2024.02 ?,87,96.3,141.6,,,
??,2024.03 ?,105.1,104.6,134.6,,,
??,2024.04 ?,103,105.3,138.1,,,
??,2024.05 ?,106.4,103.3,138.4,,,
??,2024.06 ?,110.9,113,134.6,,,
??,2024.07 ?,109.5,104.2,139.8,,,
??,2024.08 ?,101.5,101.9,140.8,,,
??,2024.09 ?,87.6,90.2,138.3,,,
??,2024.10 ?,106.7,96,147.2,,,
??,2024.11 ?,100.2,105.4,145.4,,,
??,2024.12 ?,102.3,119.9,138.3,,,
??,2025.01 ?,91.8,92.9,137.9,,,
??,2025.02 ?,106.1,101,133.9,,,
??,2025.03 ?,104.6,108.4,123.9,,,
??,2025.04 ?,110.9,115.4,117.5,,,
??,2002.01 ?,83.062,80.529,46.355,,,
??,2002.02 ?,71.024,70.764,45.016,,,
??,2002.03 ?,81.338,79.057,44.479,,,
??,2002.04 ?,81.09,79.775,44.519,,,
??,2002.05 ?,81.466,81.603,42.213,,,
??,2002.06 ?,68.845,68.623,44.397,,,
??,2002.07 ?,81.786,79.85,43.961,,,
??,2002.08 ?,78.792,77.486,43.354,,,
??,2002.09 ?,74.527,75.246,41.525,,,
??,2002.10 ?,84.239,81.96,41.965,,,
??,2002.11 ?,82.828,82.195,42.162,,,
??,2002.12 ?,83.568,81.243,44.02,,,
??,2003.01 ?,82.576,78.125,48.81,,,
??,2003.02 ?,79.978,75.296,51.454,,,
??,2003.03 ?,91.199,83.746,62.057,,,
??,2003.04 ?,87.415,85.114,59.422,,,
??,2003.05 ?,84.765,81.734,58.466,,,
??,2003.06 ?,83.643,80.813,57.036,,,
??,2003.07 ?,69.64,68.143,55.931,,,
??,2003.08 ?,75.773,74.804,51.992,,,
??,2003.09 ?,79.152,76.198,50.384,,,
??,2003.10 ?,93.364,87.599,52.073,,,
??,2003.11 ?,89.059,84.261,52.264,,,
??,2003.12 ?,93.254,90.337,51.51,,,
??,2004.01 ?,81.801,77.674,56.963,,,
??,2004.02 ?,89.561,83.747,61.24,,,
??,2004.03 ?,92.917,88.804,59.666,,,
??,2004.04 ?,90.892,87.066,57.161,,,
??,2004.05 ?,92.906,87.385,58.407,,,
??,2004.06 ?,89.553,86.708,53.728,,,
??,2004.07 ?,89.86,86.638,51.544,,,
??,2004.08 ?,83.502,80.727,49.119,,,
??,2004.09 ?,91.772,85.59,50.296,,,
??,2004.10 ?,96.964,91.046,51.74,,,
??,2004.11 ?,100.374,93.102,53.09,,,
??,2004.12 ?,99.756,95.651,52.681,,,
??,2005.01 ?,98.222,92.076,57.611,,,
??,2005.02 ?,82.137,80.16,53.557,,,
??,2005.03 ?,98.318,93.972,51.234,,,
??,2005.04 ?,94.817,87.292,55.396,,,
??,2005.05 ?,98.318,91.716,60.367,,,
??,2005.06 ?,93.208,91.083,53.125,,,
??,2005.07 ?,91.41,85.667,55.774,,,
??,2005.08 ?,82.325,83.681,51.72,,,
??,2005.09 ?,84.502,83.592,55.017,,,
??,2005.10 ?,100.494,93.43,54.531,,,
??,2005.11 ?,105.698,97.943,51.99,,,
??,2005.12 ?,106.077,102.458,48.207,,,
??,2006.01 ?,96.046,88.646,56.206,,,
??,2006.02 ?,92.828,87.473,56.368,,,
??,2006.03 ?,103.332,96.049,59.881,,,
??,2006.04 ?,97.561,93.611,57.99,,,
??,2006.05 ?,101.914,97.04,60.529,,,
??,2006.06 ?,94.059,92.798,56.963,,,
??,2006.07 ?,76.269,78.536,59.502,,,
??,2006.08 ?,91.789,92.889,60.097,,,
??,2006.09 ?,101.914,98.576,58.962,,,
??,2006.10 ?,95.006,93.882,59.61,,,
??,2006.11 ?,105.224,103.269,56.26,,,
??,2006.12 ?,100.304,101.464,55.233,,,
??,2007.01 ?,99.927,96.859,60.746,,,
??,2007.02 ?,90.936,90.541,60.799,,,
??,2007.03 ?,104.847,104.442,58.26,,,
??,2007.04 ?,103.996,103.901,55.125,,,
??,2007.05 ?,104.469,102.277,59.557,,,
??,2007.06 ?,98.696,97.492,60.043,,,
??,2007.07 ?,92.924,92.347,62.799,,,
??,2007.08 ?,93.776,95.056,64.583,,,
??,2007.09 ?,86.963,90.541,59.287,,,
??,2007.10 ?,102.671,102.547,58.8,,,
??,2007.11 ?,105.037,103.901,56.476,,,
??,2007.12 ?,99.548,101.734,55.179,,,
??,2008.01 ?,105.037,99.478,58.746,,,
??,2008.02 ?,95.384,94.424,57.611,,,
??,2008.03 ?,110.43,108.415,55.936,,,
??,2008.04 ?,108.822,103.812,56.206,,,
??,2008.05 ?,112.039,108.234,58.962,,,
??,2008.06 ?,106.645,101.554,62.907,,,
??,2008.07 ?,95.478,100.11,59.989,,,
??,2008.08 ?,93.208,93.882,64.204,,,
??,2008.09 ?,89.139,93.34,63.124,,,
??,2008.10 ?,111.282,105.255,66.799,,,
??,2008.11 ?,99.737,97.853,65.501,,,
??,2008.12 ?,95.384,97.764,57.449,,,
??,2009.01 ?,82.799,82.598,58.854,,,
??,2009.02 ?,92.167,90.812,54.584,,,
??,2009.03 ?,100.588,99.569,49.883,,,
??,2009.04 ?,100.494,99.93,49.613,,,
??,2009.05 ?,100.967,99.118,51.125,,,
??,2009.06 ?,107.497,104.985,44.64,,,
??,2009.07 ?,105.698,99.749,49.666,,,
??,2009.08 ?,92.641,90.09,51.775,,,
??,2009.09 ?,106.172,102.186,51.234,,,
??,2009.10 ?,102.577,97.943,52.423,,,
??,2009.11 ?,108.726,102.728,51.828,,,
??,2009.12 ?,110.43,106.339,49.396,,,
??,2010.01 ?,100.031,95.392,59.678,,,
??,2010.02 ?,91.617,87.307,59.161,,,
??,2010.03 ?,104.975,103.273,55.596,,,
??,2010.04 ?,109.077,105.598,57.896,,,
??,2010.05 ?,105.923,101.151,56.804,,,
??,2010.06 ?,107.92,103.576,55.769,,,
??,2010.07 ?,105.081,101.556,50.249,,,
??,2010.08 ?,100.242,95.998,54.792,,,
??,2010.09 ?,103.924,96.706,60.139,,,
??,2010.10 ?,109.394,105.598,60.426,,,
??,2010.11 ?,110.866,107.821,57.379,,,
??,2010.12 ?,113.18,108.63,61.978,,,
??,2011.01 ?,114.232,108.023,64.22,,,
??,2011.02 ?,91.933,92.259,58.069,,,
??,2011.03 ?,113.391,110.145,57.666,,,
??,2011.04 ?,115.284,108.023,59.161,,,
??,2011.05 ?,111.918,106.406,60.541,,,
??,2011.06 ?,114.337,107.72,62.84,,,
??,2011.07 ?,117.493,111.156,64.738,,,
??,2011.08 ?,104.871,105.699,63.013,,,
??,2011.09 ?,111.918,107.619,62.725,,,
??,2011.10 ?,118.123,113.479,64.796,,,
??,2011.11 ?,116.862,112.368,64.853,,,
??,2011.12 ?,122.226,114.996,72.212,,,
??,2012.01 ?,115.073,111.459,69.567,,,
??,2012.02 ?,118.123,112.772,68.705,,,
??,2012.03 ?,128.011,120.856,69.337,,,
??,2012.04 ?,118.44,110.549,71.81,,,
??,2012.05 ?,123.488,116.612,73.649,,,
??,2012.06 ?,122.542,118.431,66.348,,,
??,2012.07 ?,118.965,113.581,68.015,,,
??,2012.08 ?,104.66,102.264,69.855,,,
??,2012.09 ?,116.966,116.107,64.336,,,
??,2012.10 ?,122.857,115.298,63.186,,,
??,2012.11 ?,123.067,114.793,65.313,,,
??,2012.12 ?,128.432,119.341,68.878,,,
??,2013.01 ?,128.432,120.755,70.66,,,
??,2013.02 ?,111.707,106.103,71.178,,,
??,2013.03 ?,117.703,111.56,70.085,,,
??,2013.04 ?,118.544,114.793,64.278,,,
??,2013.05 ?,120.649,114.592,61.403,,,
??,2013.06 ?,123.173,114.894,60.771,,,
??,2013.07 ?,117.387,109.539,65.888,,,
??,2013.08 ?,106.343,103.981,63.99,,,
??,2013.09 ?,103.818,100.141,66.52,,,
??,2013.10 ?,123.173,116.411,64.508,,,
??,2013.11 ?,121.174,115.601,65.313,,,
??,2013.12 ?,119.807,116.007,65.14,,,
??,2014.01 ?,115.915,108.932,77.674,,,
??,2014.02 ?,108.237,104.183,75.49,,,
??,2014.03 ?,124.645,119.846,75.892,,,
??,2014.04 ?,122.857,116.411,77.904,,,
??,2014.05 ?,123.804,118.229,71.867,,,
??,2014.06 ?,118.123,111.761,70.602,,,
??,2014.07 ?,118.544,110.953,75.777,,,
??,2014.08 ?,101.294,101.253,72.557,,,
??,2014.09 ?,102.03,100.849,71.119,,,
??,2014.10 ?,116.02,111.054,72.787,,,
??,2014.11 ?,114.442,111.357,71.119,,,
??,2014.12 ?,125.276,121.26,69.51,,,
??,2015.01 ?,116.274,110.458,75,,,
??,2015.02 ?,104.714,102.505,75.821,,,
??,2015.03 ?,127.048,118.845,75.448,,,
??,2015.04 ?,122.783,118.627,72.388,,,
??,2015.05 ?,111.223,109.259,75.672,,,
??,2015.06 ?,118.519,114.161,73.06,,,
??,2015.07 ?,110.213,106.863,73.507,,,
??,2015.08 ?,102.694,106.318,72.537,,,
??,2015.09 ?,97.643,97.821,76.045,,,
??,2015.10 ?,114.366,107.298,77.612,,,
??,2015.11 ?,105.612,101.525,75.224,,,
??,2015.12 ?,115.713,113.399,73.209,,,
